:START_ID,reward,reward_usd,:END_ID,:TYPE
679677,858404559,515866.8125,F2Pool,REWARDED
679678,840808853,505292.5,Poolin,REWARDED
679679,811337850,487581.5938,EMCD,REWARDED
679680,830735312,499238.6875,AntPool,REWARDED
679681,817417191,491235.0312,F2Pool,REWARDED
679682,752857735,452437.375,F2Pool,REWARDED
679683,751704896,451744.5625,ViaBTC,REWARDED
679684,748287200,449690.6875,BTC.com,REWARDED
679685,763358307,458747.8125,BTC.com,REWARDED
679686,748719036,449950.1875,SlushPool,REWARDED
679687,747510189,449223.7188,Poolin,REWARDED
679688,817031046,491002.9688,BTC.com,REWARDED
679689,771829309,463838.5312,BTC.com,REWARDED
679690,754189050,453237.4375,ViaBTC,REWARDED
679691,826012328,496400.375,AntPool,REWARDED
679692,773347617,464750.9688,Binance,REWARDED
679693,739313002,444297.5312,F2Pool,REWARDED
679694,717666185,431288.6562,ViaBTC,REWARDED
679695,765879128,460262.7188,Binance,REWARDED
679696,787814020,473444.7188,SlushPool,REWARDED
679697,746437819,448579.2812,Unknown,REWARDED
679698,831932514,499958.1562,AntPool,REWARDED
679699,826233323,496533.1875,F2Pool,REWARDED
679700,783239522,470695.625,EMCD,REWARDED
679701,765346406,459942.5625,BTC.TOP,REWARDED
679702,786252992,472506.5938,F2Pool,REWARDED
679703,911447771,547743.625,BTC.TOP,REWARDED
679704,800118097,480838.9688,Unknown,REWARDED
679705,827581957,497343.6562,AntPool,REWARDED
679706,784784740,471624.25,OKKONG,REWARDED
679707,751586567,451673.4688,Poolin,REWARDED
679708,854408625,513465.4062,F2Pool,REWARDED
679709,844731366,507649.75,F2Pool,REWARDED
679710,832380835,500227.5938,Poolin,REWARDED
679711,841966714,505988.3125,Binance,REWARDED
679712,839884400,504736.9375,BTC.com,REWARDED
679713,817321881,491177.75,F2Pool,REWARDED
679714,809395785,486414.5,F2Pool,REWARDED
679715,816038828,490406.6875,F2Pool,REWARDED
679716,800669607,481170.4062,AntPool,REWARDED
679717,803345083,482778.25,Unknown,REWARDED
679718,843750584,507060.3438,Poolin,REWARDED
679719,818896870,492124.25,AntPool,REWARDED
679720,794098693,477221.5625,AntPool,REWARDED
679721,836559547,502738.8125,Binance,REWARDED
679722,813243070,488726.5625,Poolin,REWARDED
679723,803656981,482965.6875,F2Pool,REWARDED
679724,826027457,496409.4688,Huobi,REWARDED
679725,760461210,457006.7812,F2Pool,REWARDED
679726,763975575,459118.75,Unknown,REWARDED
679727,798628301,479943.6562,Binance,REWARDED
679728,769597719,462497.4375,Binance,REWARDED
679729,838197933,503723.4375,SigmaPool,REWARDED
679730,890438950,535118.1875,BTC.com,REWARDED
679731,848919681,510166.7812,F2Pool,REWARDED
679732,833958201,501175.5312,Unknown,REWARDED
679733,822615278,494358.875,F2Pool,REWARDED
679734,805033886,483793.1562,F2Pool,REWARDED
679735,781277317,469516.4062,ViaBTC,REWARDED
679736,826100501,496453.3438,Poolin,REWARDED
679737,805283941,483943.4375,BTC.com,REWARDED
679738,764628985,459511.4375,F2Pool,REWARDED
679739,801684433,481780.2812,Poolin,REWARDED
679740,735969228,442288.0625,F2Pool,REWARDED
679741,882231869,503048.625,Poolin,REWARDED
679742,831498003,474120.1562,ViaBTC,REWARDED
679743,827227805,471685.2812,AntPool,REWARDED
679744,823714170,469681.8125,AntPool,REWARDED
679745,838966995,478378.9688,AntPool,REWARDED
679746,808105171,460781.5625,Unknown,REWARDED
679747,801426521,456973.4062,F2Pool,REWARDED
679748,805094452,459064.8438,ViaBTC,REWARDED
679749,822533620,469008.6562,F2Pool,REWARDED
679750,791457756,451289.2188,AntPool,REWARDED
679751,845849774,482303.5312,ViaBTC,REWARDED
679752,837335222,477448.5312,SlushPool,REWARDED
679753,819269797,467147.625,BTC.com,REWARDED
679754,812982070,463562.375,ViaBTC,REWARDED
679755,801688780,457122.9375,F2Pool,REWARDED
679756,801277892,456888.6562,Binance,REWARDED
679757,865214879,493345.5312,F2Pool,REWARDED
679758,822313293,468883.0312,F2Pool,REWARDED
679759,766436104,437021.875,F2Pool,REWARDED
679760,846434286,482636.8438,Binance,REWARDED
679761,825024584,470429.0312,AntPool,REWARDED
679762,846337792,482581.8125,Huobi,REWARDED
679763,790433601,450705.25,Binance,REWARDED
679764,831174674,473935.8125,F2Pool,REWARDED
679765,785737613,448027.5938,Poolin,REWARDED
679766,769187362,438590.625,OKEX,REWARDED
679767,749856102,427567.9375,BTC.com,REWARDED
679768,788740558,449739.875,Binance,REWARDED
679769,734150157,418612.4062,Poolin,REWARDED
679770,796565720,454201.7812,Binance,REWARDED
679771,809997447,461860.5312,ViaBTC,REWARDED
679772,833975981,475533.0938,AntPool,REWARDED
679773,858077182,489275.5938,Huobi,REWARDED
679774,625000000,356375,F2Pool,REWARDED
679775,820899695,468077,Poolin,REWARDED
679776,834711526,475952.5,Unknown,REWARDED
679777,806398066,459808.1875,ViaBTC,REWARDED
679778,873310721,497961.7812,Poolin,REWARDED
679779,625000000,356375,ViaBTC,REWARDED
679780,871871167,497140.9375,BTC.com,REWARDED
679781,835619959,476470.5,Binance,REWARDED
679782,845205349,481936.0938,F2Pool,REWARDED
679783,850653220,485042.4688,BTC.com,REWARDED
679784,835824355,476587.0625,Binance,REWARDED
679785,832256680,474552.75,Unknown,REWARDED
679786,969199751,552637.6875,F2Pool,REWARDED
679787,887638147,506131.2812,Huobi,REWARDED
679788,916402923,522532.9375,Huobi,REWARDED
679789,870326644,496260.25,SlushPool,REWARDED
679790,859259102,489949.5312,Unknown,REWARDED
679791,890177028,507578.9375,F2Pool,REWARDED
679792,895662554,510706.7812,Binance,REWARDED
679793,871262631,496793.9375,AntPool,REWARDED
679794,847822265,483428.25,F2Pool,REWARDED
679795,854783097,487397.3125,Poolin,REWARDED
679796,864322802,492836.875,F2Pool,REWARDED
679797,862137246,491590.6562,Binance,REWARDED
679798,858420359,489471.2812,Unknown,REWARDED
679799,875075461,498968.0312,Unknown,REWARDED
679800,849404160,484330.25,AntPool,REWARDED
679801,914240861,521300.125,F2Pool,REWARDED
679802,895595923,510668.7812,Binance,REWARDED
679803,868182794,495037.8438,AntPool,REWARDED
679804,867826439,494834.625,BTC.com,REWARDED
679805,853276347,486538.1875,ViaBTC,REWARDED
679806,914757805,521594.9062,F2Pool,REWARDED
679807,869687133,495895.5938,F2Pool,REWARDED
679808,950059988,541724.1875,SlushPool,REWARDED
679809,625000000,356375,F2Pool,REWARDED
679810,892965191,509168.75,AntPool,REWARDED
679811,877911609,500585.1875,F2Pool,REWARDED
679812,907620297,517525.0938,Poolin,REWARDED
679813,905382911,516249.3438,Unknown,REWARDED
679814,895507134,510618.1562,F2Pool,REWARDED
679815,877001948,500066.5,AntPool,REWARDED
679816,872209659,497333.9375,AntPool,REWARDED
679817,895170624,510426.2812,ViaBTC,REWARDED
679818,869382745,495722.0312,ViaBTC,REWARDED
679819,864576682,492981.625,Binance,REWARDED
679820,908471425,518010.4062,AntPool,REWARDED
679821,853968708,486932.9688,Binance,REWARDED
679822,887509008,506057.625,ViaBTC,REWARDED
679823,846274142,482545.5312,SlushPool,REWARDED
679824,897264575,511620.25,ViaBTC,REWARDED
679825,877617765,500417.6562,Poolin,REWARDED
679826,927882434,529078.5625,ViaBTC,REWARDED
679827,896743230,511323,Poolin,REWARDED
679828,900877109,513680.125,Poolin,REWARDED
679829,880955898,502321.0625,BTC.TOP,REWARDED
679830,889207213,507025.9375,Unknown,REWARDED
679831,872349816,497413.875,Binance,REWARDED
679832,890144960,507560.6562,EMCD,REWARDED
679833,878015423,500644.4062,Binance,REWARDED
679834,877038419,500087.3125,Unknown,REWARDED
679835,869793512,495956.25,AntPool,REWARDED
679836,877380787,500282.5312,Poolin,REWARDED
679837,859850574,490286.8125,Poolin,REWARDED
679838,898839349,499916.4688,Poolin,REWARDED
679839,863844085,480452.8125,AntPool,REWARDED
679840,848062223,471675.25,Poolin,REWARDED
679841,859816779,478212.9062,BTC.com,REWARDED
679842,913357463,507991.1562,Unknown,REWARDED
679843,864969196,481078.5625,Binance,REWARDED
679844,857522563,476936.9062,F2Pool,REWARDED
679845,841256982,467890.3125,Unknown,REWARDED
679846,838906882,466583.2188,F2Pool,REWARDED
679847,854833132,475441.0938,Poolin,REWARDED
679848,887932138,493850.0938,ViaBTC,REWARDED
679849,840660637,467558.625,F2Pool,REWARDED
679850,858593016,477532.25,Binance,REWARDED
679851,896227320,498463.7188,BTC.com,REWARDED
679852,842120962,468370.8438,BTC.com,REWARDED
679853,822902460,457681.875,BTC.com,REWARDED
679854,825815593,459302.125,BTC.com,REWARDED
679855,826731083,459811.2812,F2Pool,REWARDED
679856,881089314,490044.25,Poolin,REWARDED
679857,821216386,456744.125,Huobi,REWARDED
679858,828108572,460577.4375,F2Pool,REWARDED
679859,803560914,446924.5,Binance,REWARDED
679860,827435389,460203,SigmaPool,REWARDED
679861,787820620,438170.0625,Binance,REWARDED
679862,898215190,499569.3125,F2Pool,REWARDED
679863,828574205,460836.4062,ViaBTC,REWARDED
679864,878195676,488434.875,Huobi,REWARDED
679865,825969210,459387.5625,ViaBTC,REWARDED
679866,910884178,506615.5625,Poolin,REWARDED
679867,895640539,498137.3438,Huobi,REWARDED
679868,880568345,489754.5,Binance,REWARDED
679869,850807291,473202,F2Pool,REWARDED
679870,800567029,445259.375,BTC.TOP,REWARDED
679871,841298235,467913.25,Binance,REWARDED
679872,781219104,434498.4375,F2Pool,REWARDED
679873,853656073,474786.4375,Binance,REWARDED
679874,790079941,439426.6562,F2Pool,REWARDED
679875,769034611,427721.6562,ViaBTC,REWARDED
679876,925313316,514640.75,BTC.com,REWARDED
679877,928378509,516345.5625,F2Pool,REWARDED
679878,889667990,494815.5312,Unknown,REWARDED
679879,884420965,491897.25,SigmaPool,REWARDED
679880,876027105,487228.75,BTC.com,REWARDED
679881,859891038,478254.1875,AntPool,REWARDED
679882,798153631,443917.0938,Binance,REWARDED
679883,813334877,452360.5938,Poolin,REWARDED
679884,876626716,487562.25,AntPool,REWARDED
679885,888086199,493935.7812,Unknown,REWARDED
679886,890121768,495067.9375,BTC.com,REWARDED
679887,847410668,471312.875,AntPool,REWARDED
679888,850443219,472999.5,ViaBTC,REWARDED
679889,812125218,451687.8125,ViaBTC,REWARDED
679890,772221078,429493.9062,Huobi,REWARDED
679891,759086295,422188.625,F2Pool,REWARDED
679892,825442979,459094.875,Poolin,REWARDED
679893,756834801,420936.375,Poolin,REWARDED
679894,754579834,419682.2188,ViaBTC,REWARDED
679895,835028693,464426.25,ViaBTC,REWARDED
679896,761938521,423774.9688,ViaBTC,REWARDED
679897,811113670,451125.1875,F2Pool,REWARDED
679898,807806519,449285.8438,ViaBTC,REWARDED
679899,764270399,425071.9062,AntPool,REWARDED
679900,909508661,505850.5312,Binance,REWARDED
679901,842381837,468515.9375,AntPool,REWARDED
679902,774406101,430709.1875,Unknown,REWARDED
679903,881077684,490037.7812,AntPool,REWARDED
679904,861055957,478902.0938,BTC.com,REWARDED
679905,850868751,473236.1875,Binance,REWARDED
679906,807463653,449095.125,Poolin,REWARDED
679907,891931476,496074.4375,F2Pool,REWARDED
679908,784302380,436213.3125,AntPool,REWARDED
679909,761503360,423532.9375,ViaBTC,REWARDED
679910,910184939,506226.6562,Huobi,REWARDED
679911,952833606,529947,BTC.com,REWARDED
679912,900344707,500753.7188,AntPool,REWARDED
679913,926631083,515373.6875,Poolin,REWARDED
679914,896489730,498609.6562,Unknown,REWARDED
679915,908109131,505072.125,AntPool,REWARDED
679916,911768199,507107.25,Binance,REWARDED
679917,902442367,501920.4062,BTC.com,REWARDED
679918,915678721,509282.1875,Poolin,REWARDED
679919,907428436,504693.5625,Unknown,REWARDED
679920,883124141,491176,F2Pool,REWARDED
679921,876870595,487697.875,Unknown,REWARDED
679922,873987342,486094.2812,Poolin,REWARDED
679923,877425141,488006.3125,Unknown,REWARDED
679924,913651520,508154.6875,BTC.com,REWARDED
679925,858401104,477425.5312,Unknown,REWARDED
679926,625000000,347612.5,F2Pool,REWARDED
679927,928239336,516268.1562,Binance,REWARDED
679928,905318427,503520,F2Pool,REWARDED
679929,893181132,496769.4688,Bitcoin.com,REWARDED
679930,912970038,507775.6875,BTC.com,REWARDED
679931,859318386,477935.6875,F2Pool,REWARDED
679932,925603953,514802.4062,Binance,REWARDED
679933,900020028,500573.125,BTC.TOP,REWARDED
679934,892478524,496378.7188,AntPool,REWARDED
679935,886927243,493291.1875,Poolin,REWARDED
679936,854659333,475344.4375,Poolin,REWARDED
679937,885931501,492737.375,ViaBTC,REWARDED
679938,854947877,475504.9062,OKEX,REWARDED
679939,912653745,507599.75,F2Pool,REWARDED
679940,880647942,489798.7812,Unknown,REWARDED
679941,837369495,465728.1562,AntPool,REWARDED
679942,839830057,467096.6875,ViaBTC,REWARDED
679943,808375911,449602.5,Poolin,REWARDED
679944,911892229,507176.2188,Poolin,REWARDED
679945,831327519,462367.75,F2Pool,REWARDED
679946,937902886,521642.8125,F2Pool,REWARDED
679947,931283836,517961.4375,Unknown,REWARDED
679948,897622243,499239.5312,Binance,REWARDED
679949,909333028,505752.8438,OKKONG,REWARDED
679950,914377367,508558.4062,Huobi,REWARDED
679951,923762490,513778.2188,Binance,REWARDED
679952,893539408,496968.75,AntPool,REWARDED
679953,886750401,493192.8438,Huobi,REWARDED
679954,907189135,504560.4375,BTC.com,REWARDED
679955,884523409,491954.2188,Unknown,REWARDED
679956,873174842,485642.375,Binance,REWARDED
679957,856899390,476590.3125,F2Pool,REWARDED
679958,878152340,488410.7812,AntPool,REWARDED
679959,810100613,450561.75,Binance,REWARDED
679960,872980926,485534.5312,BTC.TOP,REWARDED
679961,916027473,509476.1562,F2Pool,REWARDED
679962,905553596,503650.8125,F2Pool,REWARDED
679963,866862641,482131.6562,AntPool,REWARDED
679964,893236747,496800.4062,SlushPool,REWARDED
679965,912329985,507419.6875,Binance,REWARDED
679966,919296420,521581.2188,AntPool,REWARDED
679967,911030859,516891.5938,Unknown,REWARDED
679968,895963312,508342.7188,Poolin,REWARDED
679969,879044639,498743.5625,ViaBTC,REWARDED
679970,854202338,484648.7812,F2Pool,REWARDED
679971,911742614,517295.4062,Binance,REWARDED
679972,912862136,517930.5938,AntPool,REWARDED
679973,854830684,485005.2812,Unknown,REWARDED
679974,811449097,460391.875,ViaBTC,REWARDED
679975,891213620,505647.875,AntPool,REWARDED
679976,914435693,518823.375,BTC.com,REWARDED
679977,823321390,467127.8438,Huobi,REWARDED
679978,868134810,492553.6562,AntPool,REWARDED
679979,939223866,532887.4375,AntPool,REWARDED
679980,846678842,480380.1875,ViaBTC,REWARDED
679981,895042694,507820.375,Unknown,REWARDED
679982,925621601,525169.9375,Poolin,REWARDED
679983,854395582,484758.4062,ViaBTC,REWARDED
679984,816277772,463131.5312,Huobi,REWARDED
679985,913848154,518490.0312,Poolin,REWARDED
679986,909275906,515895.875,ViaBTC,REWARDED
679987,834070610,473226.6562,Binance,REWARDED
679988,800902112,454407.8438,EMCD,REWARDED
679989,840229060,476720.75,BTC.com,REWARDED
679990,848660843,481504.6875,BTC.com,REWARDED
679991,898484733,509773.2812,BTC.com,REWARDED
679992,898758341,509928.5312,ViaBTC,REWARDED
679993,779883146,442482.3125,OKKONG,REWARDED
679994,880356093,499487.625,Binance,REWARDED
679995,813592599,461608.0312,AntPool,REWARDED
679996,916791939,520160.25,F2Pool,REWARDED
679997,895419577,508034.2188,Poolin,REWARDED
679998,944022439,535610,F2Pool,REWARDED
679999,908934439,515702.125,Unknown,REWARDED
680000,907377760,514818.9062,Poolin,REWARDED
680001,880235649,499419.3125,F2Pool,REWARDED
680002,861400230,488732.6562,AntPool,REWARDED
680003,816587720,463307.375,Unknown,REWARDED
680004,930562743,527973.375,F2Pool,REWARDED
680005,816868373,463466.5938,ViaBTC,REWARDED
680006,902130199,511841.625,F2Pool,REWARDED
680007,845010069,479433.375,AntPool,REWARDED
680008,817581283,463871.0938,BTC.TOP,REWARDED
680009,923136283,523759.8438,ViaBTC,REWARDED
680010,894930225,507756.5625,BTC.com,REWARDED
680011,879641362,499082.125,Poolin,REWARDED
680012,909976878,516293.5938,Unknown,REWARDED
680013,834243202,473324.5625,ViaBTC,REWARDED
680014,909154524,515827,AntPool,REWARDED
680015,861680206,488891.5,Binance,REWARDED
680016,790742160,448643.375,F2Pool,REWARDED
680017,783802463,444706,Unknown,REWARDED
680018,886359757,502893.9375,AntPool,REWARDED
680019,908038094,515193.5625,F2Pool,REWARDED
680020,886488303,502966.875,Huobi,REWARDED
680021,881019191,499863.8438,BTC.com,REWARDED
680022,900422238,510872.5625,AntPool,REWARDED
680023,912701436,517839.4062,ViaBTC,REWARDED
680024,836760979,474753.0625,BTC.com,REWARDED
680025,867913963,492428.3438,SlushPool,REWARDED
680026,846184828,480099.875,Poolin,REWARDED
680027,910338724,516498.875,ViaBTC,REWARDED
680028,813206726,461389.0938,F2Pool,REWARDED
680029,797423334,452434.0625,Binance,REWARDED
680030,859306404,487544.6875,Huobi,REWARDED
680031,887771741,503695.0625,F2Pool,REWARDED
680032,810883404,460070.9062,Binance,REWARDED
680033,887043164,503281.6875,F2Pool,REWARDED
680034,930357303,527856.8125,Unknown,REWARDED
680035,827223782,469341.9688,F2Pool,REWARDED
680036,907508978,514893.375,Unknown,REWARDED
680037,827349017,469413,Unknown,REWARDED
680038,905532561,513772,ViaBTC,REWARDED
680039,902080246,511813.2812,F2Pool,REWARDED
680040,886668142,503068.9062,Poolin,REWARDED
680041,849355618,481898.9062,BTC.TOP,REWARDED
680042,833331427,472807.25,BTC.com,REWARDED
680043,856455186,485926.9688,AntPool,REWARDED
680044,842751323,478151.8125,Unknown,REWARDED
680045,943375474,535242.9375,BTC.TOP,REWARDED
680046,952440298,540386.0625,F2Pool,REWARDED
680047,907281577,514764.3438,AntPool,REWARDED
680048,904260879,513050.5,BTC.TOP,REWARDED
680049,915831192,519615.1562,AntPool,REWARDED
680050,913642613,518373.4062,Unknown,REWARDED
680051,905403546,513698.8125,F2Pool,REWARDED
680052,913468376,518274.5625,AntPool,REWARDED
680053,897785218,509376.4062,AntPool,REWARDED
680054,891765766,505961.1562,F2Pool,REWARDED
680055,887112359,503320.9375,F2Pool,REWARDED
680056,917457636,520537.9375,AntPool,REWARDED
680057,894416221,507464.9375,Binance,REWARDED
680058,909850248,516221.75,Poolin,REWARDED
680059,898265674,509649,Unknown,REWARDED
680060,881006780,499856.8125,Unknown,REWARDED
680061,924721660,524659.3125,Poolin,REWARDED
680062,864386637,490427.0312,Unknown,REWARDED
680063,852007236,483403.3438,AntPool,REWARDED
680064,848661580,481505.125,AntPool,REWARDED
680065,934788550,530371,Unknown,REWARDED
680066,910315009,516485.4375,AntPool,REWARDED
680067,919724674,495179.75,Huobi,REWARDED
680068,888593489,478418.75,BTC.TOP,REWARDED
680069,861888254,464040.625,SigmaPool,REWARDED
680070,881091508,474379.6562,F2Pool,REWARDED
680071,843704902,454250.7188,BTC.com,REWARDED
680072,813487656,437981.75,Binance,REWARDED
680073,938117274,505082.3438,BTC.com,REWARDED
680074,907754306,488734.9062,SlushPool,REWARDED
680075,921933083,496368.7812,Poolin,REWARDED
680076,902005526,485639.7812,BTC.com,REWARDED
680077,831827797,447856.0938,Huobi,REWARDED
680078,805953144,433925.1875,ViaBTC,REWARDED
680079,925936023,498523.9688,F2Pool,REWARDED
680080,880911604,474282.8125,SlushPool,REWARDED
680081,840547613,452550.8438,BTC.com,REWARDED
680082,853217752,459372.4375,SlushPool,REWARDED
680083,814556751,438557.3438,AntPool,REWARDED
680084,802329370,431974.125,Unknown,REWARDED
680085,838740707,451578,AntPool,REWARDED
680086,805074637,433452.1875,ViaBTC,REWARDED
680087,856406493,461089.25,F2Pool,REWARDED
680088,828957024,446310.4688,F2Pool,REWARDED
680089,813149504,437799.6875,AntPool,REWARDED
680090,830894289,447353.5,ViaBTC,REWARDED
680091,922401359,496620.9062,Unknown,REWARDED
680092,842362414,453527.9375,EMCD,REWARDED
680093,802198532,431903.6875,Binance,REWARDED
680094,836325367,450277.5625,Huobi,REWARDED
680095,868253072,467467.4688,Unknown,REWARDED
680096,835300720,449725.9062,ViaBTC,REWARDED
680097,770445227,414807.7188,F2Pool,REWARDED
680098,769377879,414233.0625,ViaBTC,REWARDED
680099,833402618,448703.9688,F2Pool,REWARDED
680100,869964429,468388.8438,ViaBTC,REWARDED
680101,866466737,466505.6875,ViaBTC,REWARDED
680102,828129918,445865.1562,Unknown,REWARDED
680103,798118539,429707.0312,Unknown,REWARDED
680104,946115634,509388.6562,Poolin,REWARDED
680105,904900264,487198.3125,Unknown,REWARDED
680106,888086257,478145.6562,Unknown,REWARDED
680107,838303406,451342.5625,Poolin,REWARDED
680108,870466866,468659.375,AntPool,REWARDED
680109,823775705,443520.8438,Binance,REWARDED
680110,896286693,482560.75,SlushPool,REWARDED
680111,874563362,470864.9062,Huobi,REWARDED
680112,894874917,481800.6562,AntPool,REWARDED
680113,826001377,444719.1562,Unknown,REWARDED
680114,809859652,436028.4375,SlushPool,REWARDED
680115,813023424,437731.8125,Poolin,REWARDED
680116,824115604,443703.8438,AntPool,REWARDED
680117,766879656,412888,Binance,REWARDED
680118,911726505,490873.5625,Unknown,REWARDED
680119,794003231,427491.3438,F2Pool,REWARDED
680120,851217481,458295.5,AntPool,REWARDED
680121,792853812,426872.5,Huobi,REWARDED
680122,808226889,435149.3438,ViaBTC,REWARDED
680123,795772075,428443.6875,ViaBTC,REWARDED
680124,762633953,410602.125,Unknown,REWARDED
680125,835976000,450089.4688,AntPool,REWARDED
680126,796850373,429024.25,F2Pool,REWARDED
680127,872638735,469828.6875,AntPool,REWARDED
680128,836686318,450471.9062,AntPool,REWARDED
680129,829890052,446812.8125,Unknown,REWARDED
680130,912023767,491033.5938,Unknown,REWARDED
680131,844359818,454603.3125,Binance,REWARDED
680132,825772775,444596.0625,F2Pool,REWARDED
680133,758344452,408292.6562,F2Pool,REWARDED
680134,909681660,489772.5938,Unknown,REWARDED
680135,841613801,453124.875,AntPool,REWARDED
680136,773182558,416281.5,Unknown,REWARDED
680137,826926823,445217.4062,Huobi,REWARDED
680138,793882152,427426.1562,AntPool,REWARDED
680139,743743907,400431.7188,ViaBTC,REWARDED
680140,770678601,414933.3438,ViaBTC,REWARDED
680141,625000000,336500,BTC.TOP,REWARDED
680142,745329333,401285.3125,AntPool,REWARDED
680143,903579401,486487.1562,Poolin,REWARDED
680144,886345721,477208.5312,ViaBTC,REWARDED
680145,822216054,442681.125,F2Pool,REWARDED
680146,842212419,453447.1562,BTC.com,REWARDED
680147,867630495,467132.25,ViaBTC,REWARDED
680148,810163083,436191.8125,BTC.com,REWARDED
680149,770188124,414669.2812,Poolin,REWARDED
680150,826776012,445136.2188,Unknown,REWARDED
680151,740475713,398672.125,Poolin,REWARDED
680152,796972243,429089.8438,F2Pool,REWARDED
680153,866057798,466285.5312,Binance,REWARDED
680154,870103076,468463.5,Binance,REWARDED
680155,625000000,336500,Poolin,REWARDED
680156,777913044,418828.375,SlushPool,REWARDED
680157,862945906,464610.0625,SlushPool,REWARDED
680158,748652514,403074.5,F2Pool,REWARDED
680159,898105715,483540.125,F2Pool,REWARDED
680160,846825275,455930.7188,ViaBTC,REWARDED
680161,846902225,455972.1562,ViaBTC,REWARDED
680162,906842207,488243.8438,AntPool,REWARDED
680163,845052467,454976.25,SpiderPool,REWARDED
680164,800237181,430847.6875,AntPool,REWARDED
680165,858516427,462225.25,F2Pool,REWARDED
680166,850964545,458159.3125,Huobi,REWARDED
680167,796002808,428567.9062,Poolin,REWARDED
680168,896911298,482897.0312,Huobi,REWARDED
680169,914434878,492331.75,BTC.com,REWARDED
680170,887357451,477753.25,ViaBTC,REWARDED
680171,878377098,472918.2188,ViaBTC,REWARDED
680172,836570472,450409.5312,ViaBTC,REWARDED
680173,804119247,432937.8125,ViaBTC,REWARDED
680174,858055542,461977.0938,Unknown,REWARDED
680175,914729350,492490.2812,F2Pool,REWARDED
680176,900375851,484762.3438,F2Pool,REWARDED
680177,878628159,473053.4062,AntPool,REWARDED
680178,806097194,434002.7188,Poolin,REWARDED
680179,767654530,413305.1875,F2Pool,REWARDED
680180,792630917,426752.5,Poolin,REWARDED
680181,856862046,461334.5312,AntPool,REWARDED
680182,747261985,402325.8438,Binance,REWARDED
680183,782300573,421190.625,ViaBTC,REWARDED
680184,736320058,396434.7188,Binance,REWARDED
680185,760249415,409318.2812,Poolin,REWARDED
680186,752061757,404910.0625,F2Pool,REWARDED
680187,774628154,417059.8125,Binance,REWARDED
680188,789256618,424935.75,Poolin,REWARDED
680189,894514282,481606.5,Poolin,REWARDED
680190,829080731,446377.0625,ViaBTC,REWARDED
680191,810218511,436221.6562,Poolin,REWARDED
680192,832664973,448306.8125,AntPool,REWARDED
680193,768988544,414023.4375,ViaBTC,REWARDED
680194,896450870,482649.1562,Poolin,REWARDED
680195,831233255,447536,Binance,REWARDED
680196,903005445,486178.125,BTC.com,REWARDED
680197,825430501,444411.7812,Poolin,REWARDED
680198,859717580,462871.9375,F2Pool,REWARDED
680199,771891774,415586.5312,Poolin,REWARDED
680200,734379364,395389.8438,Binance,REWARDED
680201,899065478,484056.8438,Poolin,REWARDED
680202,888766809,478512.0625,Huobi,REWARDED
680203,872272447,469631.5,BTC.TOP,REWARDED
680204,830060692,446904.6875,F2Pool,REWARDED
680205,820723430,441877.5,Poolin,REWARDED
680206,874193783,470665.9375,F2Pool,REWARDED
680207,799679305,430547.3438,Binance,REWARDED
680208,899062896,484055.4688,F2Pool,REWARDED
680209,794879598,427963.1875,F2Pool,REWARDED
680210,863239946,448591.2812,Unknown,REWARDED
680211,832315788,432521.2188,F2Pool,REWARDED
680212,780392059,405538.5312,EMCD,REWARDED
680213,754774985,392226.375,AntPool,REWARDED
680214,726462793,377513.6562,SlushPool,REWARDED
680215,820322158,426288.625,F2Pool,REWARDED
680216,785954208,408428.9688,Unknown,REWARDED
680217,788476446,409739.6562,Poolin,REWARDED
680218,910548018,473175.375,Unknown,REWARDED
680219,898526722,466928.4062,ViaBTC,REWARDED
680220,864986559,449498.9062,Poolin,REWARDED
680221,908830424,472282.8125,Poolin,REWARDED
680222,892107658,463592.6562,BTC.TOP,REWARDED
680223,899573003,467472.0938,ViaBTC,REWARDED
680224,816339274,424218.875,Huobi,REWARDED
680225,843750409,438463.3438,ViaBTC,REWARDED
680226,806253073,418977.4688,Binance,REWARDED
680227,912658516,474272.125,ViaBTC,REWARDED
680228,869623716,451908.6562,Poolin,REWARDED
680229,849518561,441460.8125,Poolin,REWARDED
680230,843039997,438094.1562,BTC.com,REWARDED
680231,829808358,431218.2188,F2Pool,REWARDED
680232,782000333,406374.2812,F2Pool,REWARDED
680233,765813800,397962.8125,ViaBTC,REWARDED
680234,802120846,416830.125,BTC.com,REWARDED
680235,750123617,389809.25,EMCD,REWARDED
680236,830576585,431617.4375,Unknown,REWARDED
680237,742810541,386008.9375,F2Pool,REWARDED
680238,904781422,470178.7188,Unknown,REWARDED
680239,870201423,452208.875,AntPool,REWARDED
680240,832275034,432500.0312,EMCD,REWARDED
680241,901781286,468619.6562,F2Pool,REWARDED
680242,804036455,417825.5938,Unknown,REWARDED
680243,824810156,428620.8438,F2Pool,REWARDED
680244,884371404,459572.4375,Binance,REWARDED
680245,912089067,473976.2188,Binance,REWARDED
680246,917225169,476645.2188,AntPool,REWARDED
680247,880061686,457332.8438,Binance,REWARDED
680248,731444733,380102.5625,ViaBTC,REWARDED
680249,895519796,465365.8125,BTC.com,REWARDED
680250,901674510,468564.1875,AntPool,REWARDED
680251,897826205,466564.375,Poolin,REWARDED
680252,878613644,456580.375,AntPool,REWARDED
680253,874835603,454617.0625,Poolin,REWARDED
